SINGLE-DAY EXECUTION TRACE — EURUSD M15 — 2022-10-05
Data inspection window: 2022-10-04 22:00 UTC to 2022-10-05 23:45 UTC
07:00 LOCK | Asian High=0.99949 Low=0.99592 Range=35.7 pips SL distance=8.9 pips Close=0.99775
Session type=RANGE | Momentum filter disabled=False | Bias=BEARISH | M15 structure=NEUTRAL | New-entry cutoff=18:00 UTC | Entry mode=limit

[00] 2022-10-05 07:00 UTC | O=0.99779 H=0.99783 L=0.99649 C=0.99661 | GATES circuit=OPEN cooldown=CLEAR spread=1.00p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[01] 2022-10-05 07:15 UTC | O=0.99661 H=0.99677 L=0.99470 C=0.99541 | GATES circuit=OPEN cooldown=CLEAR spread=0.68p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[02] 2022-10-05 07:30 UTC | O=0.99545 H=0.99591 L=0.99481 C=0.99500 | GATES circuit=OPEN cooldown=CLEAR spread=0.65p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[03] 2022-10-05 07:45 UTC | O=0.99500 H=0.99523 L=0.99362 C=0.99407 | GATES circuit=OPEN cooldown=CLEAR spread=0.62p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[04] 2022-10-05 08:00 UTC | O=0.99405 H=0.99478 L=0.99397 C=0.99422 | GATES circuit=OPEN cooldown=CLEAR spread=0.60p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[05] 2022-10-05 08:15 UTC | O=0.99422 H=0.99457 L=0.99229 C=0.99298 | GATES circuit=OPEN cooldown=CLEAR spread=0.58p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[06] 2022-10-05 08:30 UTC | O=0.99298 H=0.99410 L=0.99288 C=0.99389 | GATES circuit=OPEN cooldown=CLEAR spread=0.55p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[07] 2022-10-05 08:45 UTC | O=0.99389 H=0.99484 L=0.99380 C=0.99475 | GATES circuit=OPEN cooldown=CLEAR spread=0.53p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[08] 2022-10-05 09:00 UTC | O=0.99474 H=0.99519 L=0.99454 C=0.99478 | GATES circuit=OPEN cooldown=CLEAR spread=0.50p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[09] 2022-10-05 09:15 UTC | O=0.99478 H=0.99488 L=0.99363 C=0.99370 | GATES circuit=OPEN cooldown=CLEAR spread=0.48p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[10] 2022-10-05 09:30 UTC | O=0.99372 H=0.99373 L=0.99284 C=0.99309 | GATES circuit=OPEN cooldown=CLEAR spread=0.45p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[11] 2022-10-05 09:45 UTC | O=0.99313 H=0.99325 L=0.99212 C=0.99305 | GATES circuit=OPEN cooldown=CLEAR spread=0.43p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[12] 2022-10-05 10:00 UTC | O=0.99305 H=0.99317 L=0.99171 C=0.99221 | GATES circuit=OPEN cooldown=CLEAR spread=0.40p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[13] 2022-10-05 10:15 UTC | O=0.99221 H=0.99245 L=0.99112 C=0.99174 | GATES circuit=OPEN cooldown=CLEAR spread=0.43p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[14] 2022-10-05 10:30 UTC | O=0.99174 H=0.99233 L=0.99173 C=0.99181 | GATES circuit=OPEN cooldown=CLEAR spread=0.45p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[15] 2022-10-05 10:45 UTC | O=0.99182 H=0.99258 L=0.99161 C=0.99243 | GATES circuit=OPEN cooldown=CLEAR spread=0.48p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[16] 2022-10-05 11:00 UTC | O=0.99243 H=0.99263 L=0.99190 C=0.99249 | GATES circuit=OPEN cooldown=CLEAR spread=0.50p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[17] 2022-10-05 11:15 UTC | O=0.99249 H=0.99272 L=0.99190 C=0.99219 | GATES circuit=OPEN cooldown=CLEAR spread=0.53p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[18] 2022-10-05 11:30 UTC | O=0.99220 H=0.99232 L=0.99070 C=0.99071 | GATES circuit=OPEN cooldown=CLEAR spread=0.55p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[19] 2022-10-05 11:45 UTC | O=0.99073 H=0.99122 L=0.98995 C=0.99053 | GATES circuit=OPEN cooldown=CLEAR spread=0.58p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[20] 2022-10-05 12:00 UTC | O=0.99053 H=0.99148 L=0.98985 C=0.99139 | GATES circuit=OPEN cooldown=CLEAR spread=1.00p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[21] 2022-10-05 12:15 UTC | O=0.99140 H=0.99215 L=0.99045 C=0.99107 | GATES circuit=OPEN cooldown=CLEAR spread=0.62p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[22] 2022-10-05 12:30 UTC | O=0.99109 H=0.99232 L=0.99039 C=0.99046 | GATES circuit=OPEN cooldown=CLEAR spread=0.65p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[23] 2022-10-05 12:45 UTC | O=0.99048 H=0.99124 L=0.98918 C=0.99115 | GATES circuit=OPEN cooldown=CLEAR spread=0.68p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[24] 2022-10-05 13:00 UTC | O=0.99115 H=0.99142 L=0.98950 C=0.98953 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[25] 2022-10-05 13:15 UTC | O=0.98952 H=0.98972 L=0.98753 C=0.98784 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[26] 2022-10-05 13:30 UTC | O=0.98784 H=0.98885 L=0.98702 C=0.98754 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[27] 2022-10-05 13:45 UTC | O=0.98754 H=0.98777 L=0.98657 C=0.98772 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[28] 2022-10-05 14:00 UTC | O=0.98766 H=0.98766 L=0.98451 C=0.98527 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[29] 2022-10-05 14:15 UTC | O=0.98526 H=0.98539 L=0.98345 C=0.98458 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[30] 2022-10-05 14:30 UTC | O=0.98458 H=0.98568 L=0.98436 C=0.98526 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[31] 2022-10-05 14:45 UTC | O=0.98526 H=0.98604 L=0.98498 C=0.98549 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

