SINGLE-DAY EXECUTION TRACE — EURUSD M15 — 2023-01-23
Data inspection window: 2023-01-22 22:00 UTC to 2023-01-23 23:45 UTC
07:00 LOCK | Asian High=1.09267 Low=1.08806 Range=46.1 pips SL distance=11.5 pips Close=1.09144
Session type=RANGE | Momentum filter disabled=False | Bias=BULLISH | M15 structure=BULLISH | New-entry cutoff=18:00 UTC | Entry mode=limit

[00] 2023-01-23 07:00 UTC | O=1.09142 H=1.09157 L=1.09019 C=1.09032 | GATES circuit=OPEN cooldown=CLEAR spread=1.00p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=True

[01] 2023-01-23 07:15 UTC | O=1.09034 H=1.09089 L=1.08939 C=1.09008 | GATES circuit=OPEN cooldown=CLEAR spread=0.68p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[02] 2023-01-23 07:30 UTC | O=1.09009 H=1.09013 L=1.08934 C=1.09000 | GATES circuit=OPEN cooldown=CLEAR spread=0.65p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[03] 2023-01-23 07:45 UTC | O=1.09002 H=1.09052 L=1.08939 C=1.08999 | GATES circuit=OPEN cooldown=CLEAR spread=0.62p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[04] 2023-01-23 08:00 UTC | O=1.08999 H=1.09001 L=1.08932 C=1.08974 | GATES circuit=OPEN cooldown=CLEAR spread=0.60p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[05] 2023-01-23 08:15 UTC | O=1.08974 H=1.09029 L=1.08973 C=1.08999 | GATES circuit=OPEN cooldown=CLEAR spread=0.58p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[06] 2023-01-23 08:30 UTC | O=1.08997 H=1.09089 L=1.08986 C=1.09089 | GATES circuit=OPEN cooldown=CLEAR spread=0.55p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[07] 2023-01-23 08:45 UTC | O=1.09089 H=1.09204 L=1.09088 C=1.09118 | GATES circuit=OPEN cooldown=CLEAR spread=0.53p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=True

[08] 2023-01-23 09:00 UTC | O=1.09118 H=1.09153 L=1.09091 C=1.09098 | GATES circuit=OPEN cooldown=CLEAR spread=0.50p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=True

[09] 2023-01-23 09:15 UTC | O=1.09097 H=1.09108 L=1.09041 C=1.09053 | GATES circuit=OPEN cooldown=CLEAR spread=0.48p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[10] 2023-01-23 09:30 UTC | O=1.09052 H=1.09057 L=1.08956 C=1.08969 | GATES circuit=OPEN cooldown=CLEAR spread=0.45p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

